Classe |  Parametres du traitement
----------------------------------
0      | 64 64 16 16 14 14 12 12 9 9 9 7 7 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 7 7 7 7 9 9 9 9 9 12 12 14 14 14 14 14 16 16 19 19 23 23 23 26 26 30 30 35 35 35 64 64 
0      | 64 64 8 6 6 4 4 4 4 4 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 6 6 6 6 8 8 8 10 10 10 10 11 11 13 15 15 17 17 17 17 20 22 22 24 24 25 25 29 31 31 36 36 38 38 43 43 64 64 
0      | 64 13 13 9 7 7 5 5 5 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 5 7 7 7 7 9 9 9 11 11 13 13 15 15 19 19 19 19 21 21 25 25 27 27 31 31 32 32 36 36 40 40 46 46 64 64 64 
0      | 17 17 17 14 14 11 11 11 9 9 9 9 9 9 9 9 6 6 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 11 11 14 14 14 14 14 14 17 17 19 19 19 22 22 22 25 25 27 27 27 35 35 35 64 64 64 
0      | 64 64 35 35 13 13 9 9 7 7 5 5 5 5 2 2 2 2 2 2 2 2 2 5 5 5 5 5 5 7 7 7 9 9 9 9 13 13 13 13 17 17 20 20 22 22 22 24 24 26 26 30 30 32 32 37 37 41 41 64 64 64 64 64 
0      | 64 64 64 64 7 7 5 5 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 7 7 7 9 9 12 12 14 14 16 16 16 19 19 21 21 26 26 26 30 30 32 32 39 39 39 44 44 64 64 64 64 64 64 64 
0      | 18 18 18 14 14 14 14 12 12 12 12 12 12 12 12 10 10 12 12 12 12 12 12 12 12 12 12 14 14 14 14 14 16 16 16 16 18 18 18 18 20 20 22 22 24 24 26 26 28 28 30 30 32 32 37 37 39 39 43 43 43 64 64 64 
0      | 16 16 16 13 13 13 13 13 13 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 13 13 13 16 16 16 16 16 16 20 20 20 20 23 23 23 26 26 26 32 32 32 39 39 39 39 64 64 64 
0      | 29 29 29 26 26 26 26 26 26 36 36 36 20 20 20 16 16 16 16 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 16 16 16 16 16 16 16 20 20 20 23 23 23 26 26 26 32 32 32 32 64 64 64 
0      | 64 64 20 20 17 17 17 17 17 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 17 20 20 20 22 22 22 22 22 25 25 27 27 27 30 30 32 32 32 35 35 40 40 40 64 64 
0      | 11 11 11 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 14 14 14 18 18 18 18 22 22 22 22 22 22 22 29 29 29 29 32 32 32 32 64 64 64 
0      | 64 64 14 14 14 11 11 11 17 17 17 14 14 14 11 11 11 11 11 11 14 14 14 14 14 14 14 14 14 14 14 14 17 17 17 17 17 17 20 20 20 23 23 23 26 26 26 29 29 29 29 29 29 35 35 35 38 38 38 41 41 41 64 64 
0      | 18 18 18 16 16 14 14 12 12 12 12 12 12 10 10 10 10 10 10 10 10 12 12 12 12 12 12 12 12 14 14 14 14 14 16 16 16 16 18 18 18 18 20 20 22 22 24 24 26 26 28 28 30 30 35 35 39 39 41 41 41 64 64 64 
0      | 10 10 10 7 7 7 7 7 7 3 3 3 3 3 3 3 3 3 3 7 7 7 7 7 7 7 7 7 10 10 10 10 10 10 10 13 13 13 13 13 13 16 16 16 20 20 20 20 23 23 23 29 29 29 36 36 36 42 42 42 42 64 64 64 
0      | 64 64 14 14 14 11 11 11 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 11 11 11 11 11 11 14 14 14 14 14 14 17 17 17 20 20 20 23 23 23 26 26 26 29 29 29 35 35 35 64 64 
0      | 30 30 30 26 26 21 21 19 19 19 19 17 17 17 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 15 15 17 17 17 17 17 19 19 21 21 26 26 26 64 64 64 
